,id,employee_first_name_caller,employee_last_name_caller,email,group_id,employee_first_name_other,employee_last_name_other,badge_serial_number
398,399,Jacob,Tucker,shakira.tucker@acme.com,5.0,Jacob,Tucker,73af8e9b-2585-4a89-a699-729cb1ad9550
547,548,Carina,Murray,carina.murray@acme.com,3.0,Carina,Murray,55bf3449-a257-4513-95b7-aad510fb33a6
904,905,Harold,Barnes,harold.barnes@acme.com,5.0,Harold,Barnes,4df48185-0905-450c-a467-5a33f5071061
969,970,Dainton,Adams,dainton.adams@acme.com,4.0,Dainton,Adams,c9d3df95-ac42-4acc-b621-5565443f6332
1029,1030,Tess,Cole,tess.cole@acme.com,3.0,Tess,Cole,7941132a-9433-4f10-894f-a40e3d661de6
66,67,Arnold,Adams,arnold.adams@acme.com,1.0,Arnold,Adams,e402a77e-d802-435a-8e9a-5e6d89e7ecaf
182,183,Fiona,Andrews,fiona.andrews@acme.com,1.0,Fiona,Andrews,04e9aa52-adbf-4385-a6dc-fa53d7684ae0
197,198,Justin,West,justin.west@acme.com,3.0,Justin,West,4fb7962e-8fb7-40f5-899a-c83a1215b41a
355,356,Robert,Cameron,robert.cameron@acme.com,3.0,Robert,Cameron,ae36ed5d-46b8-4e81-8e31-9938fcea7954
445,446,Briony,Phillips,briony.phillips@acme.com,3.0,Briony,Phillips,126300b3-300a-46cf-abbf-27c74abd61f1
553,554,Jenna,Scott,jenna.scott@acme.com,1.0,Jenna,Scott,2f55b42f-f384-4daf-9321-1d49c60da6ec
597,598,Ned,Morgan,ned.morgan@acme.com,1.0,Ned,Morgan,421b9254-d615-45dd-b9f2-e08df7fe86c2
652,653,Julia,Russell,julia.russell@acme.com,6.0,Julia,Russell,c68bc70c-a767-467f-9c11-afadc8af687f
715,716,Carlos,Cole,carlos.cole@acme.com,6.0,Carlos,Cole,befe9a85-ecc9-4d34-89fe-6552aa778a1e
847,848,Cadie,Gray,cadie.gray@acme.com,6.0,Cadie,Gray,e9421354-e241-4356-8c57-f046ceffa77c
853,854,Lenny,Cooper,lenny.cooper@acme.com,1.0,Lenny,Cooper,806db61c-2d09-4719-ac93-508d6c01294b
939,940,Lydia,Bennett,lydia.bennett@acme.com,3.0,Lydia,Bennett,951696fc-47c7-4532-98c2-ccfb5ace351f
1122,1123,Brad,Hamilton,brad.hamilton@acme.com,6.0,Brad,Hamilton,e89b6fdb-cad1-4ebe-9ba4-e33afd7048b5
8,9,Alissa,Clark,alissa.clark@acme.com,2.0,Alissa,Clark,199df8a7-a262-49bc-bfe6-d97072df5be9
77,78,Eddy,Jones,eddy.jones@acme.com,4.0,Eddy,Jones,61267945-289a-4a37-8eac-bbc767825c60
455,456,Evelyn,Wells,evelyn.wells@acme.com,3.0,Evelyn,Wells,d00ebadb-80fb-4474-8bd8-ba2aa0b078cf
461,462,Aida,Armstrong,aida.armstrong@acme.com,4.0,Aida,Armstrong,7595402d-71f3-4558-ac56-c9fb96155bf2
505,506,Cherry,Elliott,cherry.elliott@acme.com,4.0,Cherry,Elliott,bcf4ddac-b186-4bd6-956e-cb440401b79a
549,550,Connie,Watson,connie.watson@acme.com,1.0,Connie,Watson,cc17ec4a-0fd9-4b50-a650-9bf144ffb4ff
639,640,Florrie,Ross,jean.ross@acme.com,1.0,Florrie,Ross,6da20696-510c-4c70-b64d-6b3b80122518
725,726,Jared,Foster,jared.foster@acme.com,2.0,Jared,Foster,aaf2374d-c445-4dc1-ad5f-ea607b888556
880,881,Daryl,Stewart,daryl.stewart@acme.com,2.0,Daryl,Stewart,41840506-cccd-4083-9898-917658dd9e66
895,896,Heather,Hawkins,heather.hawkins@acme.com,,Heather,Hawkins,0c37247d-5d42-4006-8d1c-e14d7bf6346c
937,938,William,Hawkins,william.hawkins@acme.com,2.0,William,Hawkins,d7a0dd1b-5cfe-449d-908f-59fd7649b59e
1149,1150,Sienna,Barrett,sienna.barrett@acme.com,5.0,Sienna,Barrett,81a8b487-8878-4561-b4db-f9efe7951c8d
131,132,Stella,Barnes,stella.barnes@acme.com,5.0,Stella,Barnes,3f379edf-9836-4b5a-b530-c8f113b23126
243,244,Alberta,Tucker,alberta.tucker@acme.com,4.0,Alberta,Tucker,bd116652-9ab7-4fb3-9748-1e54334c44fd
256,257,Jessica,Ryan,jessica.ryan@acme.com,1.0,Jessica,Ryan,3d2b9b27-d907-4474-b902-04e7322fb1eb
278,279,Reid,Douglas,reid.douglas@acme.com,5.0,Reid,Douglas,601af4c6-bb9b-4c1d-88c3-005fe6f8051f
339,340,Evelyn,Warren,evelyn.warren@acme.com,4.0,Evelyn,Warren,6eb52d81-195f-48d0-a4df-eda0037099a0
588,589,Vincent,Perry,vincent.perry@acme.com,5.0,Vincent,Perry,5d4a73d0-ffad-4caa-9c5b-2b4afddec398
916,917,Brianna,Walker,brianna.walker@acme.com,3.0,Brianna,Walker,f03700ff-2a23-47d8-8d14-63b056be523c
918,919,Carlos,Ellis,carlos.ellis@acme.com,3.0,Carlos,Ellis,66a7402d-fda2-4261-9a4d-4fcbfe84d28e
92,93,Sofia,Nelson,sofia.nelson@acme.com,5.0,Sofia,Nelson,9525bb64-7384-4d0f-b267-7b3473cc01db
237,238,Eddy,Holmes,eddy.holmes@acme.com,3.0,Eddy,Holmes,aa5a25a0-4933-49c9-a7cf-ae5d18869f2b
268,269,Jacob,Ellis,jacob.ellis@acme.com,5.0,Jacob,Ellis,56cbbcc3-9a88-4f01-8fad-1dbb7312c5ad
287,288,Marcus,Robinson,marcus.robinson@acme.com,1.0,Marcus,Robinson,1823ad40-0349-4c54-b72f-c401cd73aeb1
396,397,Daryl,Wells,daryl.wells@acme.com,6.0,Daryl,Wells,14a7ccfa-6868-494c-823a-313b7b55c167
437,438,Lily,Harrison,lily.harrison@acme.com,5.0,Lily,Harrison,61a0da6e-fecc-4c5d-9b8e-605e006b4527
485,486,Kelvin,Watson,kelvin.watson@acme.com,5.0,Kelvin,Watson,28c8cda7-6ff0-44ec-890b-209219281fb0
512,513,Brooke,Elliott,brooke.elliott@acme.com,1.0,Brooke,Elliott,63a9cf4d-8921-4ab4-a500-9c93e9c8208f
568,569,Natalie,Parker,natalie.parker@acme.com,1.0,Natalie,Parker,ec1818cf-8753-4bbb-ae1f-259f6f96b632
613,614,Justin,Robinson,justin.robinson@acme.com,5.0,Justin,Robinson,f629b92a-0734-4fcb-a38a-eb717fe27e24
637,638,Chelsea,Rogers,chelsea.rogers@acme.com,6.0,Chelsea,Rogers,3896b153-c745-4514-90b6-5358a4aaf9d6
712,713,,,ned.cole@acme.com,1.0,,,7ce486d6-60b3-49f4-90ca-bffe0556754a
771,772,Arnold,Harris,arnold.harris@acme.com,1.0,Arnold,Harris,c792e842-ccc3-4bf9-8425-1d32e3ef3182
791,792,Luke,Robinson,luke.robinson@acme.com,4.0,Luke,Robinson,09737384-cf0e-46ee-9336-7428f52ef0c5
1070,1071,Cadie,Kelly,cadie.kelly@acme.com,6.0,Cadie,Kelly,a416c48f-6b66-4fea-a988-728b721d09f5
1110,1111,Brad,Johnston,brad.johnston@acme.com,6.0,Brad,Johnston,0e5d5aa7-e24c-4e19-bad6-45d516ba7945
91,92,Carlos,Holmes,carlos.holmes@acme.com,3.0,Carlos,Holmes,57cbf31e-bb62-474f-ad4b-71b55b10a232
206,207,Paul,Davis,paul.davis@acme.com,4.0,Paul,Davis,396a732d-a790-4c05-affc-6d623c39c809
321,322,Alissa,Chapman,alissa.chapman@acme.com,6.0,Alissa,Chapman,4fa60cec-2b69-403f-bde7-2e69e1e4721d
589,590,Charlotte,Wright,charlotte.wright@acme.com,6.0,Charlotte,Wright,69bef2d1-9547-4dc3-a4d7-91b8221b7022
617,618,Reid,Moore,reid.moore@acme.com,6.0,Reid,Moore,899409da-8ffa-4311-8cc6-cfa39cbae5ae
642,643,Lana,Barrett,lana.barrett@acme.com,1.0,Lana,Barrett,46cf32ff-a76d-42d6-b1a8-d6a55941db62
651,652,Maria,Carter,maria.carter@acme.com,5.0,Maria,Carter,3e498e64-d449-4503-be15-66028c6811af
775,776,Ted,Williams,ted.williams@acme.com,6.0,Ted,Williams,5821aeb5-4b80-4709-a5d1-14b6fd8d94a2
844,845,Leonardo,Howard,leonardo.howard@acme.com,5.0,Leonardo,Howard,b2c51a5e-7d23-4c7c-89e4-d919b4edb1c3
1084,1085,Oscar,Foster,oscar.foster@acme.com,5.0,Oscar,Foster,6fe16853-2bbc-4512-b2a2-875ba58943ad
190,191,Elian,Hawkins,elian.hawkins@acme.com,3.0,Elian,Hawkins,3839cf31-34ca-4388-a737-4a34e30295f2
219,220,Connie,Murray,connie.murray@acme.com,3.0,Connie,Murray,08050f50-5d46-4285-a057-e8be5241c3a4
257,258,Kristian,Taylor,kristian.taylor@acme.com,5.0,Kristian,Taylor,662439d4-2554-4095-bf72-a4d69e40490f
335,336,Amy,Richardson,amy.richardson@acme.com,4.0,Amy,Richardson,9800b2b4-035d-42f6-80cd-e833b261773d
366,367,Spike,Perry,spike.perry@acme.com,2.0,Spike,Perry,05d072f9-f229-43a4-b400-7bbed475a881
432,433,Tony,Edwards,tony.edwards@acme.com,1.0,Tony,Edwards,b6204d20-ef04-4b29-a029-8971207b5a3b
451,452,Amelia,Murphy,amelia.murphy@acme.com,6.0,Amelia,Murphy,5ae1590e-e48f-4aa7-b99b-a941df049a28
480,481,Florrie,Roberts,florrie.roberts@acme.com,5.0,Florrie,Roberts,0c9407ea-355c-497c-80dc-2b72c2086b12
562,563,Dominik,Bailey,dominik.bailey@acme.com,2.0,Dominik,Bailey,dc4c9f44-d52f-4f17-9839-4cf49ec120dc
627,628,Tony,Dixon,tony.dixon@acme.com,4.0,Tony,Dixon,f673fc7b-96ea-46c5-9108-5e006b8b5c1c
641,642,Savana,Wells,savana.wells@acme.com,3.0,Savana,Wells,687dc475-1771-4673-8875-a5516deaa1f3
747,748,Maximilian,Russell,maximilian.russell@acme.com,5.0,Maximilian,Russell,539c522c-bee4-4b6c-b567-45f0a3d9336b
945,946,Maria,Harris,maria.harris@acme.com,6.0,Maria,Harris,628730c6-25f5-4ca8-b1ce-c89cd1b334a3
968,969,Penelope,Chapman,penelope.chapman@acme.com,4.0,Penelope,Chapman,06cfccda-5a59-4a88-9547-630744913fa2
1014,1015,Jacob,Ross,jacob.ross@acme.com,6.0,Jacob,Ross,94892d4f-bd2d-412b-ad6f-d7f091b337d8
86,87,Maria,Moore,maria.moore@acme.com,3.0,Maria,Moore,a185ba3d-9e55-4dcc-bd28-412ca863b037
184,185,Camila,Robinson,camila.robinson@acme.com,4.0,Camila,Robinson,541262ec-d51d-49b7-b0fe-71879ccbcc9d
224,225,Kelvin,Gray,kelvin.gray@acme.com,2.0,Kelvin,Gray,9590f238-4167-4328-a88a-b690b8d57445
353,354,Sawyer,Wright,sawyer.wright@acme.com,2.0,Sawyer,Wright,b9e41f58-f1a2-4121-bae7-6d733e3627c8
384,385,Jordan,Dixon,jordan.dixon@acme.com,4.0,Jordan,Dixon,34566a64-c5f6-4254-b5f5-196b3d54bbbc
691,692,George,Spencer,george.spencer@acme.com,2.0,George,Spencer,15229373-7498-4a46-b20c-2ce6ee5c82f8
699,700,Kevin,Jones,kevin.jones@acme.com,2.0,Kevin,Jones,c7a8d20d-5d9a-4522-8dff-50e81aceff59
811,812,Miller,Robinson,miller.robinson@acme.com,6.0,Miller,Robinson,7de02682-153c-47c0-8f55-c274d0a4e0cf
839,840,Aiden,Brooks,aiden.brooks@acme.com,3.0,Aiden,Brooks,464495a3-3544-49fb-8ad1-3aa6182f13df
982,983,Bruce,Myers,bruce.myers@acme.com,2.0,Bruce,Myers,30760058-d3eb-40f6-b972-cb791e2a8d02
1054,1055,Ted,Warren,ted.warren@acme.com,5.0,Ted,Warren,d01b3489-aefe-4956-a19a-7572ebd3caac
1150,1151,Victor,Tucker,victor.tucker@acme.com,3.0,Victor,Tucker,4f93ae3d-1d5a-45cc-a30f-9a3bd8edd3dc
159,160,Frederick,Carroll,frederick.carroll@acme.com,4.0,Frederick,Carroll,3ce279c2-ecc3-4769-8629-ba92154a2421
307,308,Brooke,Smith,brooke.smith@acme.com,2.0,Brooke,Smith,49caa3d3-c5c1-4b71-9f68-9ac2f1c16985
493,494,Kimberly,Richards,kimberly.richards@acme.com,4.0,Kimberly,Richards,366de32b-2c0d-40a6-8ffe-74d6744f50aa
721,722,Thomas,Morgan,thomas.morgan@acme.com,3.0,Thomas,Morgan,6d1464c3-0bea-4f83-bb8b-b6bba9698a07
807,808,Elian,Foster,elian.foster@acme.com,1.0,Elian,Foster,427a8285-d32b-427f-87d5-1aea3ef6d0e4
846,847,Frederick,Gray,frederick.gray@acme.com,1.0,Frederick,Gray,337e136d-f0db-4da8-9edf-dc15dfa0955b
921,922,,Roberts,roland.roberts@acme.com,3.0,,Roberts,4af3db5f-1841-4224-929a-3a19a494e7ad
1080,1081,Tara,Foster,tara.foster@acme.com,3.0,Tara,Foster,325b8a2b-d6b8-4c2e-9490-5b37d87c06a0
1130,1131,Olivia,Taylor,olivia.taylor@acme.com,6.0,Olivia,Taylor,eeee1b53-6e45-4993-86f1-27daaaa53a35
44,45,Eleanor,Dixon,eleanor.dixon@acme.com,4.0,Eleanor,Dixon,bbab8ed1-70ca-497f-b0cf-8ecb9786c581
55,56,Dainton,Hamilton,dainton.hamilton@acme.com,2.0,Dainton,Hamilton,fae2895e-8c0e-45f7-a919-8f5af0694c74
121,122,Aiden,Richardson,aiden.richardson@acme.com,5.0,Aiden,Richardson,a0790ccf-00ad-4dfb-9adf-fdc8e67dcca5
285,286,Lucy,Allen,lucy.fer@acme.com,4.0,Lucy,Allen,c922abec-388c-446d-a598-eb3493bfea56
344,345,Arianna,Allen,arianna.allen@acme.com,2.0,Arianna,Allen,075c46c3-97a5-4079-9181-35e2f23ef0d0
361,362,Steven,Carroll,steven.carroll@acme.com,4.0,Steven,Carroll,23382cdf-d44f-4942-8a29-1cd476836218
401,402,Miller,Stevens,miller.stevens@acme.com,2.0,Miller,Stevens,118c0e55-7ad9-4cf4-beea-c2bd0a0c99ef
497,498,Alfred,Phillips,alfred.phillips@acme.com,2.0,Alfred,Phillips,29bffc7d-26b9-4fcb-b3e6-92cba46e9b04
540,541,Abigail,Grant,abigail.grant@acme.com,5.0,Abigail,Grant,dc455bbb-ac0f-4446-80e1-523b9b9f20e5
565,566,Ashton,Harrison,ashton.harrison@acme.com,3.0,Ashton,Harrison,c3da579c-30f3-4c7a-88aa-01393b1a4a96
618,619,Savana,Howard,savana.howard@acme.com,2.0,Savana,Howard,b73a00be-d381-42f2-a068-33f0420d1fab
758,759,Kate,Henderson,kate.henderson@acme.com,1.0,Kate,Henderson,03836983-f4f4-46ed-9da0-47ce2de36af6
808,809,Freddie,Brooks,freddie.brooks@acme.com,1.0,Freddie,Brooks,fa277696-7cda-4e9f-a69a-e91dcd9a53e6
887,888,Anna,Gibson,anna.gibson@acme.com,5.0,Anna,Gibson,61a1887f-c1a1-42ed-9216-dcc7df4d7f5c
926,927,Ashton,Thompson,ashton.thompson@acme.com,6.0,Ashton,Thompson,f64b4773-acf8-4ee0-b0c6-75c4fe7a80e3
1040,1041,Lydia,Campbell,lydia.campbell@acme.com,1.0,Lydia,Campbell,636ead9b-3715-498e-96c9-5bad1687fa54
1111,1112,Max,Edwards,max.edwards@acme.com,5.0,Max,Edwards,028886ac-8faa-4e9b-9ff3-8e3af172a023
1153,1154,Brad,Davis,brad.davis@acme.com,3.0,Brad,Davis,3bf338da-6429-4b48-912f-8ab93b31d969
208,209,Garry,Clark,garry.clark@acme.com,7.0,Garry,Clark,2ca334c9-79d5-4f78-b373-69a2f962bf01
376,377,Kellan,Harrison,kellan.harrison@acme.com,4.0,Kellan,Harrison,73aa35c2-9c33-467b-9998-3cb3cbddcff2
418,419,Amber,Warren,amber.warren@acme.com,1.0,Amber,Warren,77603040-b860-4519-91e6-020512d7bfcd
607,608,Sydney,Alexander,sydney.alexander@acme.com,4.0,Sydney,Alexander,95599be3-0864-4e76-bfbd-684c5fb6d6a0
793,794,Samantha,Morrison,samantha.morrison@acme.com,1.0,Samantha,Morrison,ad80c244-fe21-4539-8bba-2830bb5293b0
864,865,Alen,Craig,alen.craig@acme.com,3.0,Alen,Craig,bd19e2c8-6611-43fa-b452-1f3d61dd903d
919,920,Vanessa,Douglas,vanessa.douglas@acme.com,1.0,Vanessa,Douglas,e916c921-999a-436a-8d2b-a63f2611249c
922,923,Dainton,Perkins,dainton.perkins@acme.com,1.0,Dainton,Perkins,b449f31d-6f73-4338-9da5-f386e5587f34
970,971,Kirsten,Henderson,kirsten.henderson@acme.com,5.0,Kirsten,Henderson,6817e1b1-9c6d-40fd-9303-af9b1c341075
997,998,Arianna,Nelson,arianna.nelson@acme.com,1.0,Arianna,Nelson,49a58cbf-632d-41b0-b862-6d5b51a8380d
1018,1019,Ryan,Foster,ryan.foster@acme.com,1.0,Ryan,Foster,62a95d07-1330-478e-a04a-34506114ff42
1121,1122,Brianna,Elliott,brianna.elliott@acme.com,3.0,Brianna,Elliott,6c1cc8fb-45b3-4e64-8e0d-07ca0eec2e66
1165,1166,Rebecca,Stevens,rebecca.stevens@acme.com,6.0,Rebecca,Stevens,ebd26baf-0585-4750-adcb-db3e0554ab7c
96,97,Lily,Payne,lily.payne@acme.com,1.0,Lily,Payne,21985561-3802-44af-9a4a-1f13bf4bd8a2
154,155,Alina,Carroll,alina.carroll@acme.com,5.0,Alina,Carroll,af2e4b60-7ddc-4f58-9b22-df9cc25e933c
405,406,Arnold,Morris,arnold.morris@acme.com,5.0,Arnold,Morris,ed8d2e89-bddb-4975-828c-28936fcd6973
539,540,Adele,Cameron,adele.cameron@acme.com,3.0,Adele,Cameron,5be373f8-4375-446e-b5bc-258dd92742c6
831,832,Roman,Douglas,roman.douglas@acme.com,6.0,Roman,Douglas,cce6c0cc-e474-4431-b863-0bddc07f813a
862,863,Chester,Robinson,chester.robinson@acme.com,3.0,Chester,Robinson,8ba6c927-b7dc-436a-a3a4-c59bf3035ecb
967,968,Rosie,Baker,rosie.baker@acme.com,5.0,Rosie,Baker,6a344bfd-43a9-4eb0-9fd4-e4748c989854
979,980,Alfred,Allen,alfred.allen@acme.com,3.0,Alfred,Allen,c873e0b6-edaf-4f91-ac74-8c3a9a3c9d18
1125,1126,Jack,Andrews,jack.andrews@acme.com,,Jack,Andrews,a386d83d-9ed3-427f-bace-2b3384c5d365
2,3,Audrey,Montgomery,audrey.montgomery@acme.com,2.0,Audrey,Montgomery,3e4c228f-5a7e-4bad-8d09-773dbe3cce4e
115,116,Owen,Morrison,owen.morrison@acme.com,2.0,Owen,Morrison,f079dbd1-b4ca-4c8a-a4a0-91901892d76d
152,153,Abigail,Warren,abigail.warren@acme.com,6.0,Abigail,Warren,f494061b-d21e-4661-97eb-e664fd7f500f
242,243,Kirsten,Tucker,kirsten.tucker@acme.com,6.0,Kirsten,Tucker,0bf5224d-f8f6-4d77-bfba-523a406c3570
329,330,Tara,Crawford,tara.crawford@acme.com,2.0,Tara,Crawford,27601f0f-dfa4-4098-9b6e-46137bba2d71
415,416,Honey,Riley,honey.riley@acme.com,4.0,Honey,Riley,084bd0d1-913a-4dc8-92ae-9d7cc3d7e770
489,490,Kevin,Ellis,kevin.ellis@acme.com,5.0,Kevin,Ellis,0625836c-2b02-42a0-b443-849b7857992c
690,691,Freddie,Allen,freddie.allen@acme.com,3.0,Freddie,Allen,f37606cd-4a46-4c49-b1bf-f35e483cf926
755,756,Henry,Richardson,henry.richardson@acme.com,3.0,Henry,Richardson,dc7617c7-2426-4062-8f11-f079b3aff2d8
776,777,Tony,Brown,tony.brown@acme.com,2.0,Tony,Brown,ac23cba4-e43e-4eee-aabb-d31b5df83581
842,843,Annabella,Stevens,annabella.stevens@acme.com,1.0,Annabella,Stevens,f09dd2f5-845c-4174-9865-2f0a30d11ecb
1009,1010,Nicholas,Walker,nicholas.walker@acme.com,3.0,Nicholas,Walker,7ccca301-3ae2-4429-ae73-1768f2984c17
1107,1108,Alford,Moore,alford.moore@acme.com,2.0,Alford,Moore,8085b4ff-ad29-4695-9485-4f790f416521
1143,1144,Anna,Stevens,anna.stevens@acme.com,4.0,Anna,Stevens,7c98e458-f6e5-4f0c-b1f8-5a75b61e8834
244,245,Bruce,Grant,bruce.grant@acme.com,6.0,Bruce,Grant,19559f20-4266-4c85-a3e8-c9a72b622e99
292,293,Justin,Davis,justin.davis@acme.com,6.0,Justin,Davis,439223a6-18ba-4f03-b771-286e4cb322d4
502,503,Lenny,Harrison,lenny.harrison@acme.com,4.0,Lenny,Harrison,0781edd8-3b88-4fd5-9d74-5890e05d3f91
560,561,Blake,Thompson,blake.thompson@acme.com,1.0,Blake,Thompson,61e1cd9a-7b57-457c-a358-35713c6a9a55
570,571,Garry,Thomas,garry.thomas@acme.com,2.0,Garry,Thomas,b0737baa-10c7-4114-836b-005c6b899b92
581,582,Frederick,Hawkins,frederick.hawkins@acme.com,5.0,Frederick,Hawkins,02597f7d-8724-413a-8fe8-4d1616374a7c
596,597,Honey,Payne,honey.payne@acme.com,2.0,Honey,Payne,06adf21c-81ee-47ca-910b-3eecee8a05d4
653,654,Honey,Hawkins,honey.hawkins@acme.com,6.0,Honey,Hawkins,ff15f8b9-6355-4ffb-a161-d34d1ab8067e
833,834,Abigail,Taylor,abigail.taylor@acme.com,5.0,Abigail,Taylor,86a8afdb-576f-4614-a084-c94c78ce2511
852,853,Kelsey,Bailey,kelsey.bailey@acme.com,1.0,Kelsey,Bailey,0161b5f6-e945-45ce-a12a-8de3498f6503
868,869,Tara,Perry,tara.perry@acme.com,3.0,Tara,Perry,8e1ee5eb-e19a-4897-8331-52a8182cadc3
973,974,Carlos,Rogers,carlos.rogers@acme.com,5.0,Carlos,Rogers,a4f4f68d-8667-47d9-88e7-66314b7f29f2
1069,1070,Fiona,Phillips,fiona.phillips@acme.com,1.0,Fiona,Phillips,5fa58b44-c628-488a-8740-a2b8606cefa9
5,6,Rebecca,Adams,rebecca.adams@acme.com,4.0,Rebecca,Adams,f631fbc4-35f0-4672-9df6-156423bf70d0
73,74,Alexander,Harper,alexander.harper@acme.com,4.0,Alexander,Harper,65f9a5a3-8bb7-415c-b86d-a4da29e5f8e0
215,216,Byron,Wright,byron.wright@acme.com,2.0,Byron,Wright,46f08538-db82-4058-8f83-135552f696f1
434,435,Frederick,Reed,frederick.reed@acme.com,3.0,Frederick,Reed,8a5e9659-bcdd-403f-905e-9ced3d790984
634,635,Edward,Parker,edward.parker@acme.com,3.0,Edward,Parker,edc08052-4c35-4ec2-a561-12bd1f53c776
752,753,Byron,Smith,byron.smith@acme.com,5.0,Byron,Smith,2b7f4fc6-da11-41f0-a453-faad3a0b83ab
830,831,Maddie,Warren,maddie.warrenvacme.com,1.0,Maddie,Warren,5715176c-3d61-4e64-8103-0e561fb4eb2e
941,942,Alfred,Hall,alfred.hall@acme.com,5.0,Alfred,Hall,d0ae8518-c7ca-46cb-b5a6-73d73542825a
1045,1046,Adison,Morrison,adison.morrison@acme.com,3.0,Adison,Morrison,6c45851f-0106-4d65-83e7-7530e8b68f9f
348,349,Olivia,Williams,olivia.williams@acme.com,4.0,Olivia,Williams,b2a82c67-99ff-4609-8444-abbc142094a8
462,463,Brianna,Kelley,brianna.kelley@acme.com,2.0,Brianna,Kelley,abd7342c-b4bf-4ef4-bd05-d45d40409cdc
511,512,Amber,Barnes,amber.barnes@acme.com,6.0,Amber,Barnes,ed42048e-2b89-4d2c-9b64-2f944e476d78
587,588,Marcus,Nelson,marcus.nelson@acme.com,3.0,Marcus,Nelson,02eab8ed-0e26-4635-b3bd-b66f0b305b07
910,911,Evelyn,Barrett,evelyn.barrett@acme.com,1.0,Evelyn,Barrett,a997a2ef-8cb2-49cc-9359-7410e2356d01
965,966,Adrianna,Brooks,adrianna.brooks@acme.com,4.0,Adrianna,Brooks,1462e54f-5a89-4fc9-bab0-3853a590d91a
1011,1012,Michelle,Foster,michelle.foster@acme.com,2.0,Michelle,Foster,c7fd7751-4e64-43e0-9a1c-3431e021855e
1030,1031,April,Clark,april.clark@acme.com,3.0,April,Clark,64e1978d-232c-4dfb-8f9c-6bab66549b16
1114,1115,Melissa,Hawkins,melissa.hawkins@acme.com,1.0,Melissa,Hawkins,966afcf8-e150-43ba-887e-59e7a9780d31
20,21,Deanna,Stevens,deanna.stevens@acme.com,4.0,Deanna,Stevens,b464ce6f-43ba-40aa-a086-038f97b85c02
29,30,Robert,Taylor,robert.taylor@acme.com,8.0,Robert,Taylor,90127d0d-a42e-4da1-ad82-082e0b9a5574
80,81,Cherry,Edwards,cherry.edwards@acme.com,6.0,Cherry,Edwards,dadc5ed9-a551-4823-8770-7f7162cfebba
126,127,Daryl,Craig,daryl.craig@acme.com,4.0,Daryl,Craig,f98c5578-20a2-4107-8261-e22edd34dd35
128,129,Natalie,Harrison,natalie.harrison@acme.com,1.0,Natalie,Harrison,dc5bd69c-430d-4902-9bf1-6bdd6db14ff0
225,226,Emma,Cooper,emma.cooper@acme.com,5.0,Emma,Cooper,88d859eb-4bbe-4e94-8009-e3d9ab3dffe2
258,259,Aston,Allen,aston.allen@acme.com,1.0,Aston,Allen,d6aface0-45c8-4b38-9798-1340440b67dd
275,276,Roman,Dixon,roman.dixon@acme.com,4.0,Roman,Dixon,272c3af5-ebd1-4702-8f78-e7c9ddf7a2b1
392,393,Victoria,Morris,victoria.morris@acme.com,6.0,Victoria,Morris,9021afe1-9d71-4846-945c-843ee61ba56a
478,479,Amanda,Williams,amanda.williams@acme.com,6.0,Amanda,Williams,60c9fd84-da9c-4a81-add1-7cf8638f240b
556,557,Darcy,Lloyd,darcy.lloyd@acme.com,6.0,Darcy,Lloyd,8f6a0883-f52d-4a7c-a9b8-8728ac0e4bab
878,879,Daryl,Scott,daryl.scott@acme.com,2.0,Daryl,Scott,a4db27c4-ce8f-48fa-92b4-7fa75024df78
988,989,Mike,Harrison,mike.harrison@acme.com,4.0,Mike,Harrison,f4807e3c-085d-431b-ab95-ed1642d0f932
1050,1051,Bruce,Owens,bruce.owens@acme.com,2.0,Bruce,Owens,b0465151-b13d-4952-a2bb-5f9e7b6d7098
1128,1129,Maximilian,Ryan,maximilian.ryan@acme.com,1.0,Maximilian,Ryan,6c4abcd5-50fd-49f1-b3f9-ef6cdcd81286
88,89,Aiden,Warren,aiden.warren@acme.com,5.0,Aiden,Warren,e4c2f2f4-271e-4cc7-8109-8b3cb81b5769
89,90,Dominik,Montgomery,dominik.montgomery@acme.com,1.0,Dominik,Montgomery,c10a625a-d410-403f-b5fd-cc609dd78cfd
156,157,Naomi,West,naomi.west@acme.com,2.0,Naomi,West,1cd74db2-5a7e-4d2e-911a-2f1361d49ab6
181,182,Kevin,Edwards,kevin.edwards@acme.com,3.0,Kevin,Edwards,4d53b4a9-e8c5-4c2f-b594-4b5e960a64ad
308,309,Julia,Ferguson,julia.ferguson@acme.com,4.0,Julia,Ferguson,dbfe38fc-8fb3-4f5b-9c80-d0ac1a9abd2a
312,313,Edith,Harrison,edith.harrison@acme.com,2.0,Edith,Harrison,6170c572-33d2-4f87-97cf-ccddf91214c2
323,324,April,Edwards,april.edwards@acme.com,4.0,April,Edwards,60c6c3ef-f8aa-419f-ab8e-8713e7e990bf
566,567,Henry,Brown,henry.brown@acme.com,4.0,Henry,Brown,9f68f7af-2c30-454d-b445-3c8626a49437
648,649,Sabrina,Douglas,sabrina.douglas@acme.com,6.0,Sabrina,Douglas,870ed18c-ff6e-4d4e-b399-ef36729be5ce
677,678,Hailey,Spencer,hailey.spencer@acme.com,4.0,Hailey,Spencer,5980a77f-5dff-4400-9923-5f848a587665
706,707,Darcy,Cole,darcy.cole@acme.com,2.0,Darcy,Cole,5d4febdf-9a7e-4498-b8cd-7cc33a8949c4
